source,time,latitude,longitude,depth_km,magnitude,station_id,parameter,value
gps,2011-03-09 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.749226
solar,2011-03-09 00:00:00.000,,,,,,f107_observed,143.1
solar,2011-03-09 00:00:00.000,,,,,,sunspot_number,113.0
tidal_ephemeris,2011-03-09 00:00:00.000,,,,,,tidal_potential,-1.1837
tidal_ephemeris,2011-03-09 00:00:00.000,,,,,,lunar_phase,0.11201
geomagnetic,2011-03-10 00:00:00.000,,,,,,ap,19.0
geomagnetic,2011-03-10 00:00:00.000,,,,,,kp,3.208375
gps,2011-03-10 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.090038
gps,2011-03-10 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.028426
gps,2011-03-10 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.856544
gps,2011-03-10 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.129351
gps,2011-03-10 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.337794
gps,2011-03-10 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.490362
gps,2011-03-10 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.687582
gps,2011-03-10 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.531837
gps,2011-03-10 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.323932
gps,2011-03-10 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.877492
gps,2011-03-10 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.673072
gps,2011-03-10 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.995071
gps,2011-03-10 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.239028
gps,2011-03-10 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.548211
gps,2011-03-10 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.612363
gps,2011-03-10 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.482179
gps,2011-03-10 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.326218
gps,2011-03-10 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.741151
gps,2011-03-10 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.48527
gps,2011-03-10 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.971289
gps,2011-03-10 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.805535
gps,2011-03-10 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.077675
gps,2011-03-10 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.921146
gps,2011-03-10 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.815972
gps,2011-03-10 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.005598
gps,2011-03-10 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.154916
gps,2011-03-10 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.372948
gps,2011-03-10 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.372699
gps,2011-03-10 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.61444
gps,2011-03-10 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.749849
solar,2011-03-10 00:00:00.000,,,,,,f107_observed,131.3
solar,2011-03-10 00:00:00.000,,,,,,sunspot_number,83.0
tidal_ephemeris,2011-03-10 00:00:00.000,,,,,,tidal_potential,-1.04011
tidal_ephemeris,2011-03-10 00:00:00.000,,,,,,lunar_phase,0.14315
geomagnetic,2011-03-11 00:00:00.000,,,,,,ap,37.0
geomagnetic,2011-03-11 00:00:00.000,,,,,,kp,4.166625
gps,2011-03-11 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.088957
gps,2011-03-11 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.028175
gps,2011-03-11 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.308606
gps,2011-03-11 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.857229
gps,2011-03-11 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.129702
gps,2011-03-11 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.33692
gps,2011-03-11 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.48985
gps,2011-03-11 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.687778
gps,2011-03-11 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.534529
gps,2011-03-11 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.325377
gps,2011-03-11 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.878232
gps,2011-03-11 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.673669
gps,2011-03-11 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.995466
gps,2011-03-11 00:00:00.000,42.925448372,-72.26507606,,,NHCK,north_m,0.744021
gps,2011-03-11 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.2389
gps,2011-03-11 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.548537
gps,2011-03-11 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.613348
gps,2011-03-11 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.482608
gps,2011-03-11 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.326268
gps,2011-03-11 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.74251
gps,2011-03-11 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.484405
gps,2011-03-11 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.971616
gps,2011-03-11 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.816545
gps,2011-03-11 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.079538
gps,2011-03-11 00:00:00.000,42.925448372,-72.26507606,,,NHCK,up_m,0.328311
gps,2011-03-11 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.918848
gps,2011-03-11 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.812629
gps,2011-03-11 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.009329
gps,2011-03-11 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.151561
gps,2011-03-11 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.371831
gps,2011-03-11 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.379628
gps,2011-03-11 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.612062
gps,2011-03-11 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.748861
solar,2011-03-11 00:00:00.000,,,,,,f107_observed,123.1
solar,2011-03-11 00:00:00.000,,,,,,sunspot_number,83.0
tidal_ephemeris,2011-03-11 00:00:00.000,,,,,,tidal_potential,-0.83841
tidal_ephemeris,2011-03-11 00:00:00.000,,,,,,lunar_phase,0.17599
geomagnetic,2011-03-12 00:00:00.000,,,,,,ap,15.0
geomagnetic,2011-03-12 00:00:00.000,,,,,,kp,2.666875
gps,2011-03-12 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.08805
gps,2011-03-12 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.028239
gps,2011-03-12 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.857343
gps,2011-03-12 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.129963
gps,2011-03-12 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.337756
gps,2011-03-12 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.490537
gps,2011-03-12 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.687372
gps,2011-03-12 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.533709
gps,2011-03-12 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.325798
gps,2011-03-12 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.877976
gps,2011-03-12 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.672011
gps,2011-03-12 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.996248
gps,2011-03-12 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.23934
gps,2011-03-12 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549024
gps,2011-03-12 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.614229
gps,2011-03-12 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.482988
gps,2011-03-12 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.327219
gps,2011-03-12 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.74292
gps,2011-03-12 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.484438
gps,2011-03-12 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.972004
gps,2011-03-12 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.823936
gps,2011-03-12 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.081339
gps,2011-03-12 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.918369
gps,2011-03-12 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.818185
gps,2011-03-12 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.005179
gps,2011-03-12 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.157459
gps,2011-03-12 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.374964
gps,2011-03-12 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.375863
gps,2011-03-12 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.606646
gps,2011-03-12 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.752015
solar,2011-03-12 00:00:00.000,,,,,,f107_observed,120.7
solar,2011-03-12 00:00:00.000,,,,,,sunspot_number,83.0
tidal_ephemeris,2011-03-12 00:00:00.000,,,,,,tidal_potential,-0.57405
tidal_ephemeris,2011-03-12 00:00:00.000,,,,,,lunar_phase,0.21051
geomagnetic,2011-03-13 00:00:00.000,,,,,,ap,8.0
geomagnetic,2011-03-13 00:00:00.000,,,,,,kp,1.624875
gps,2011-03-13 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.087272
gps,2011-03-13 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.028486
gps,2011-03-13 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.858087
gps,2011-03-13 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.131121
gps,2011-03-13 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.336849
gps,2011-03-13 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.489574
gps,2011-03-13 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.688959
gps,2011-03-13 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.532612
gps,2011-03-13 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.325055
gps,2011-03-13 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.877965
gps,2011-03-13 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.674452
gps,2011-03-13 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.996799
gps,2011-03-13 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.239675
gps,2011-03-13 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549389
gps,2011-03-13 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.614758
gps,2011-03-13 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.483726
gps,2011-03-13 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.327215
gps,2011-03-13 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.742642
gps,2011-03-13 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.486262
gps,2011-03-13 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.972737
gps,2011-03-13 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.816482
gps,2011-03-13 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.074202
gps,2011-03-13 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.919756
gps,2011-03-13 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.812167
gps,2011-03-13 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.01416
gps,2011-03-13 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.148892
gps,2011-03-13 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.367984
gps,2011-03-13 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.377285
gps,2011-03-13 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.609865
gps,2011-03-13 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.746314
solar,2011-03-13 00:00:00.000,,,,,,f107_observed,112.9
solar,2011-03-13 00:00:00.000,,,,,,sunspot_number,93.0
tidal_ephemeris,2011-03-13 00:00:00.000,,,,,,tidal_potential,-0.24589
tidal_ephemeris,2011-03-13 00:00:00.000,,,,,,lunar_phase,0.24645
seismic,2011-03-13 03:19:33.330,36.5233333,-89.5898333,8.79,1.8,,,
geomagnetic,2011-03-14 00:00:00.000,,,,,,ap,3.0
geomagnetic,2011-03-14 00:00:00.000,,,,,,kp,0.6667500000000001
gps,2011-03-14 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.087965
gps,2011-03-14 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.029349
gps,2011-03-14 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.857768
gps,2011-03-14 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.130302
gps,2011-03-14 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.335842
gps,2011-03-14 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.489315
gps,2011-03-14 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.689443
gps,2011-03-14 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.534037
gps,2011-03-14 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.324732
gps,2011-03-14 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.87812
gps,2011-03-14 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.672993
gps,2011-03-14 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.995805
gps,2011-03-14 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.239785
gps,2011-03-14 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549774
gps,2011-03-14 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615523
gps,2011-03-14 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.483646
gps,2011-03-14 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.326866
gps,2011-03-14 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.742475
gps,2011-03-14 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.486234
gps,2011-03-14 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.972395
gps,2011-03-14 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.806518
gps,2011-03-14 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.075204
gps,2011-03-14 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.915107
gps,2011-03-14 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.817056
gps,2011-03-14 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.006519
gps,2011-03-14 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.156007
gps,2011-03-14 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.37208
gps,2011-03-14 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.373686
gps,2011-03-14 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.607557
gps,2011-03-14 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.748542
solar,2011-03-14 00:00:00.000,,,,,,f107_observed,107.4
solar,2011-03-14 00:00:00.000,,,,,,sunspot_number,61.0
tidal_ephemeris,2011-03-14 00:00:00.000,,,,,,tidal_potential,0.14104
tidal_ephemeris,2011-03-14 00:00:00.000,,,,,,lunar_phase,0.28332
geomagnetic,2011-03-15 00:00:00.000,,,,,,ap,1.0
geomagnetic,2011-03-15 00:00:00.000,,,,,,kp,0.1665
gps,2011-03-15 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.089221
gps,2011-03-15 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.028628
gps,2011-03-15 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.857006
gps,2011-03-15 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.130003
gps,2011-03-15 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.337107
gps,2011-03-15 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.490077
gps,2011-03-15 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.688742
gps,2011-03-15 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.534644
gps,2011-03-15 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.324861
gps,2011-03-15 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.877241
gps,2011-03-15 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.671011
gps,2011-03-15 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.994856
gps,2011-03-15 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.238851
gps,2011-03-15 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.548362
gps,2011-03-15 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.613118
gps,2011-03-15 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.482788
gps,2011-03-15 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.326034
gps,2011-03-15 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.740984
gps,2011-03-15 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.484702
gps,2011-03-15 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.972194
gps,2011-03-15 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.807771
gps,2011-03-15 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.080479
gps,2011-03-15 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.917317
gps,2011-03-15 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.818199
gps,2011-03-15 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.007079
gps,2011-03-15 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.154317
gps,2011-03-15 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.372895
gps,2011-03-15 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.371516
gps,2011-03-15 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.609628
gps,2011-03-15 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.750507
solar,2011-03-15 00:00:00.000,,,,,,f107_observed,101.5
solar,2011-03-15 00:00:00.000,,,,,,sunspot_number,48.0
tidal_ephemeris,2011-03-15 00:00:00.000,,,,,,tidal_potential,0.57212
tidal_ephemeris,2011-03-15 00:00:00.000,,,,,,lunar_phase,0.32055
seismic,2011-03-15 08:27:02.770,36.2128333,-89.4701667,11.41,1.1,,,
geomagnetic,2011-03-16 00:00:00.000,,,,,,ap,1.0
geomagnetic,2011-03-16 00:00:00.000,,,,,,kp,0.25
gps,2011-03-16 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.089556
gps,2011-03-16 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.028187
gps,2011-03-16 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.308272
gps,2011-03-16 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.856465
gps,2011-03-16 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.128499
gps,2011-03-16 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.338523
gps,2011-03-16 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.49069
gps,2011-03-16 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.687639
gps,2011-03-16 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.533712
gps,2011-03-16 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.324314
gps,2011-03-16 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.876403
gps,2011-03-16 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.67137
gps,2011-03-16 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.99589
gps,2011-03-16 00:00:00.000,42.925448372,-72.26507606,,,NHCK,north_m,0.741595
gps,2011-03-16 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.239218
gps,2011-03-16 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549308
gps,2011-03-16 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.612986
gps,2011-03-16 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.482834
gps,2011-03-16 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.327162
gps,2011-03-16 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.740072
gps,2011-03-16 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.483743
gps,2011-03-16 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.971469
gps,2011-03-16 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.814072
gps,2011-03-16 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.077471
gps,2011-03-16 00:00:00.000,42.925448372,-72.26507606,,,NHCK,up_m,0.326649
gps,2011-03-16 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.916115
gps,2011-03-16 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.809808
gps,2011-03-16 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.012943
gps,2011-03-16 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.149254
gps,2011-03-16 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.370069
gps,2011-03-16 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.372736
gps,2011-03-16 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.608817
gps,2011-03-16 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.747765
solar,2011-03-16 00:00:00.000,,,,,,f107_observed,104.9
solar,2011-03-16 00:00:00.000,,,,,,sunspot_number,38.0
tidal_ephemeris,2011-03-16 00:00:00.000,,,,,,tidal_potential,1.01988
tidal_ephemeris,2011-03-16 00:00:00.000,,,,,,lunar_phase,0.35766
seismic,2011-03-16 02:15:32.950,35.3043333,-82.4813333,4.38,2.1,,,
seismic,2011-03-16 11:25:59.870,35.3006667,-82.4811667,2.99,2.3,,,
seismic,2011-03-16 17:36:56.460,45.6165,-74.537,10.0,3.87,,,
geomagnetic,2011-03-17 00:00:00.000,,,,,,ap,6.0
geomagnetic,2011-03-17 00:00:00.000,,,,,,kp,1.125
gps,2011-03-17 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.088068
gps,2011-03-17 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.028018
gps,2011-03-17 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.856338
gps,2011-03-17 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.129184
gps,2011-03-17 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.338681
gps,2011-03-17 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.491096
gps,2011-03-17 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.688322
gps,2011-03-17 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.532704
gps,2011-03-17 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.324359
gps,2011-03-17 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.877172
gps,2011-03-17 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.672407
gps,2011-03-17 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.995135
gps,2011-03-17 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.238277
gps,2011-03-17 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.548122
gps,2011-03-17 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.613693
gps,2011-03-17 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.482757
gps,2011-03-17 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.325762
gps,2011-03-17 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.742554
gps,2011-03-17 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.485021
gps,2011-03-17 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.971458
gps,2011-03-17 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.811905
gps,2011-03-17 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.077583
gps,2011-03-17 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.917135
gps,2011-03-17 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.816281
gps,2011-03-17 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.010439
gps,2011-03-17 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.154162
gps,2011-03-17 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.37075
gps,2011-03-17 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.376525
gps,2011-03-17 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.606696
gps,2011-03-17 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.748727
solar,2011-03-17 00:00:00.000,,,,,,f107_observed,90.1
solar,2011-03-17 00:00:00.000,,,,,,sunspot_number,38.0
tidal_ephemeris,2011-03-17 00:00:00.000,,,,,,tidal_potential,1.4428
tidal_ephemeris,2011-03-17 00:00:00.000,,,,,,lunar_phase,0.39436
seismic,2011-03-17 10:53:11.670,41.126,-80.6056667,3.54,2.1,,,
geomagnetic,2011-03-18 00:00:00.000,,,,,,ap,2.0
geomagnetic,2011-03-18 00:00:00.000,,,,,,kp,0.5415000000000001
gps,2011-03-18 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.088426
